Company name,Director name,Tied-to company name,Exec of tied-to company?,SIC,Fortune #,HQ city,HQ state,Tied-to SIC,Tied-to Fortune #,Tied-to HQ city,Tied-to HQ state,Exec of focal co?
BELLSOUTH CORP,"ANDERSON, REUBEN V.",KROGER CO,0,4813,52,ATLANTA,GA,5411,36,CINCINNATI,OH,0
BELLSOUTH CORP,"MEDLIN, JOHN G., JR.",NATIONAL SERVICE INDUSTRIES IN,0,4813,52,ATLANTA,GA,3646,647,ATLANTA,GA,0
BELLSOUTH CORP,"STAVROPOULOS, WILLIAM S.",NCR CORP,0,4813,52,ATLANTA,GA,3571,258,DAYTON,OH,0
BELLSOUTH CORP,"BROWN, J. HYATT",ROCK TENN CO,0,4813,52,ATLANTA,GA,2631,923,NORCROSS,GA,0
BELLSOUTH CORP,"SPANGLER, C. DIXON, JR.",SONOCO PRODUCTS CO,0,4813,52,ATLANTA,GA,2655,548,HARTSVILLE,SC,0
BELLSOUTH CORP,"SMITH, ROBIN B.",SPRINGS INDUSTRIES INC,0,4813,52,ATLANTA,GA,2392,616,FORT MILL,SC,0
BELLSOUTH CORP,"BROWN, J. HYATT",SUNTRUST BANKS INC,0,4813,52,ATLANTA,GA,6712,227,ATLANTA,GA,0
BELLSOUTH CORP,"BLANCHARD, JAMES H.",SYNOVUS FINANCIAL CORP,1,4813,52,ATLANTA,GA,6712,906,COLUMBUS,GA,0
BELLSOUTH CORP,"SMITH, ROBIN B.",TEXACO INC,1,4813,52,ATLANTA,GA,1311,24,WHITE PLAINS,NY,0
BELLSOUTH CORP,"DAVIS, PHYLLIS BURKE",TJX COS INC,0,4813,52,ATLANTA,GA,5651,208,FRAMINGHAM,MA,0
BELLSOUTH CORP,"MEDLIN, JOHN G., JR.",US AIRWAYS GROUP INC,0,4813,52,ATLANTA,GA,4512,186,ARLINGTON,VA,0
BELLSOUTH CORP,"MEDLIN, JOHN G., JR.",WACHOVIA CORP,1,4813,52,ATLANTA,GA,6712,276,WINSTON-SALEM,NC,0
BELLSOUTH CORP,"CODINA, ARMANDO MARIO",WINN DIXIE STORES INC,0,4813,52,ATLANTA,GA,5411,115,JACKSONVILLE,FL,0
BEMIS CO INC,"WURTELE, C. ANGUS",GENERAL MILLS INC,0,2671,702,MINNEAPOLIS,MN,2043,272,MINNEAPOLIS,MN,0
BEMIS CO INC,"BUXTON, WINSLOW H.",PENTAIR INC,1,2671,702,MINNEAPOLIS,MN,3469,674,ST PAUL,MN,0
BEMIS CO INC,"BUXTON, WINSLOW H.",WILLAMETTE INDUSTRIES INC,0,2671,702,MINNEAPOLIS,MN,2621,410,PORTLAND,OR,0
BERGEN BRUNSWIG CORP,"MELLOR, JAMES R.",COMPUTER SCIENCES CORP,0,5122,114,ORANGE,CA,7373,253,EL SEGUNDO,CA,0
BERGEN BRUNSWIG CORP,"BRADY, RODNEY H.",FIRST SECURITY CORP,0,5122,114,ORANGE,CA,6712,686,SALT LAKE CITY,UT,0
BERGEN BRUNSWIG CORP,"MELLOR, JAMES R.",GENERAL DYNAMICS CORP,0,5122,114,ORANGE,CA,3731,320,FALLS CHURCH,VA,0
BERGEN BRUNSWIG CORP,"MELLOR, JAMES R.",USEC INC,1,5122,114,ORANGE,CA,2819,870,BETHESDA,MD,0
BERKSHIRE HATHAWAY INC NEW,"SCOTT, WALTER, JR.",BURLINGTON RESOURCES INC,0,6331,112,OMAHA,NE,1311,779,HOUSTON,TX,0
BERKSHIRE HATHAWAY INC NEW,"BUFFETT, WARREN E.",COCA COLA CO,0,6331,112,OMAHA,NE,2086,73,ATLANTA,GA,1
BERKSHIRE HATHAWAY INC NEW,"BUFFETT, HOWARD G.",COCA COLA ENTERPRISES INC,0,6331,112,OMAHA,NE,2086,119,ATLANTA,GA,0
BERKSHIRE HATHAWAY INC NEW,"SCOTT, WALTER, JR.",CONAGRA INC,0,6331,112,OMAHA,NE,2038,50,OMAHA,NE,0
BERKSHIRE HATHAWAY INC NEW,"MUNGER, CHARLES T.",COSTCO COS INC,0,6331,112,OMAHA,NE,5399,49,ISSAQUAH,WA,1
BERKSHIRE HATHAWAY INC NEW,"OLSON, RONALD L.",EDISON INTERNATIONAL,0,6331,112,OMAHA,NE,4911,158,ROSEMEAD,CA,0
BERKSHIRE HATHAWAY INC NEW,"BUFFETT, WARREN E.",GILLETTE CO,0,6331,112,OMAHA,NE,3421,159,BOSTON,MA,1
BERKSHIRE HATHAWAY INC NEW,"SCOTT, WALTER, JR.",MIDAMERICAN ENERGY HOLDINGS CO,0,6331,112,OMAHA,NE,4911,521,DES MOINES,IA,0
BERKSHIRE HATHAWAY INC NEW,"SCOTT, WALTER, JR.",PETER KIEWIT SONS INC NEW,0,6331,112,OMAHA,NE,1623,434,OMAHA,NE,0
BERKSHIRE HATHAWAY INC NEW,"BUFFETT, WARREN E.",WASHINGTON POST CO,0,6331,112,OMAHA,NE,2711,630,WASHINGTON,DC,1
BEST BUY CO INC,"SCHULZE, RICHARD M.",PENTAIR INC,0,5731,195,EDEN PRAIRIE,MN,3469,674,ST PAUL,MN,1
BESTFOODS,"CASTELLINI, CLATEO",BECTON DICKINSON & CO,1,2099,194,ENGLEWOOD CLIFFS,NJ,3841,468,FRANKLIN LAKES,NJ,0
BESTFOODS,"DECRANE, ALFRED C., JR.",CIGNA CORP,0,2099,194,ENGLEWOOD CLIFFS,NJ,6324,57,PHILADELPHIA,PA,0
BESTFOODS,"SHOEMATE, CHARLES R.",CIGNA CORP,0,2099,194,ENGLEWOOD CLIFFS,NJ,6324,57,PHILADELPHIA,PA,1
BESTFOODS,"NORMAN, WILLIAM S.",CORN PRODUCTS INTERNATIONAL IN,0,2099,194,ENGLEWOOD CLIFFS,NJ,2099,858,BEDFORD,IL,0
BESTFOODS,"DECRANE, ALFRED C., JR.",CORN PRODUCTS INTERNATIONAL IN,0,2099,194,ENGLEWOOD CLIFFS,NJ,2099,858,BEDFORD,IL,0
BESTFOODS,"FERGUSON, WILLIAM C.",CORN PRODUCTS INTERNATIONAL IN,0,2099,194,ENGLEWOOD CLIFFS,NJ,2099,858,BEDFORD,IL,0
BESTFOODS,"HOLDER, RICHARD G.",CORN PRODUCTS INTERNATIONAL IN,0,2099,194,ENGLEWOOD CLIFFS,NJ,2099,858,BEDFORD,IL,0
BESTFOODS,"HIGDON, LEO I.",CROMPTON & KNOWLES CORP,0,2099,194,ENGLEWOOD CLIFFS,NJ,2865,725,STAMFORD,CT,0
BESTFOODS,"GRUNE, GEORGE V.",FEDERATED DEPARTMENT STORES IN,0,2099,194,ENGLEWOOD CLIFFS,NJ,5311,95,NEW YORK,NY,0
BESTFOODS,"DECRANE, ALFRED C., JR.",HARRIS CORP FLA,0,2099,194,ENGLEWOOD CLIFFS,NJ,3812,390,MELBOURNE,FL,0
BESTFOODS,"SHOEMATE, CHARLES R.",INTERNATIONAL PAPER CO,0,2099,194,ENGLEWOOD CLIFFS,NJ,2621,70,PURCHASE,NY,1
BESTFOODS,"HIGDON, LEO I.",NEWMONT MINING CORP,0,2099,194,ENGLEWOOD CLIFFS,NJ,1041,847,DENVER,CO,0
BESTFOODS,"GRUNE, GEORGE V.",READER S DIGEST ASSOCIATION IN,0,2099,194,ENGLEWOOD CLIFFS,NJ,2721,527,PLEASANTVILLE,NY,0
BESTFOODS,"KRAUS, EILEEN S.",STANLEY WORKS,0,2099,194,ENGLEWOOD CLIFFS,NJ,3423,518,NEW BRITAIN,CT,0
BESTFOODS,"SHOEMATE, CHARLES R.",TEXACO INC,0,2099,194,ENGLEWOOD CLIFFS,NJ,1311,24,WHITE PLAINS,NY,1
BESTFOODS,"HOLDER, RICHARD G.",UNIVERSAL CORP,0,2099,194,ENGLEWOOD CLIFFS,NJ,5159,361,RICHMOND,VA,0
BETHLEHEM STEEL CORP,"PHYPERS, DEAN P.",AMERICAN INTERNATIONAL GROUP I,0,3312,346,BETHLEHEM,PA,6331,22,NEW YORK,NY,0
BETHLEHEM STEEL CORP,"CIVILETTI, BENJAMIN R.",MBNA CORP,0,3312,346,BETHLEHEM,PA,6712,310,WILMINGTON,DE,0
BETHLEHEM STEEL CORP,"CLARK, WORLEY H.",MILLENNIUM CHEMICALS INC,0,3312,346,BETHLEHEM,PA,2821,796,RED BANK,NJ,0
BETHLEHEM STEEL CORP,"LANDUYT, WILLIAM M.",MILLENNIUM CHEMICALS INC,1,3312,346,BETHLEHEM,PA,2821,796,RED BANK,NJ,0
BETHLEHEM STEEL CORP,"BARNETTE, CURTIS H.",OWENS CORNING,0,3312,346,BETHLEHEM,PA,3296,319,TOLEDO,OH,1
BETHLEHEM STEEL CORP,"KAMEN, HARRY P.",PFIZER INC,0,3312,346,BETHLEHEM,PA,2834,106,NEW YORK,NY,0
BETHLEHEM STEEL CORP,"CLARK, WORLEY H.",ULTRAMAR DIAMOND SHAMROCK CORP,0,3312,346,BETHLEHEM,PA,2911,196,SAN ANTONIO,TX,0
BETHLEHEM STEEL CORP,"MCCLEMENTS, ROBERT, JR.",UNISYS CORP,0,3312,346,BETHLEHEM,PA,3571,231,BLUE BELL,PA,0
BETHLEHEM STEEL CORP,"CLARK, WORLEY H.",USG CORP,0,3312,346,BETHLEHEM,PA,3275,466,CHICAGO,IL,0
BETHLEHEM STEEL CORP,"RUFFLE, JOHN F.",WACKENHUT CORP,0,3312,346,BETHLEHEM,PA,7381,739,PALM BEACH GARDENS,FL,0
BETHLEHEM STEEL CORP,"CIVILETTI, BENJAMIN R.",WACKENHUT CORP,0,3312,346,BETHLEHEM,PA,7381,739,PALM BEACH GARDENS,FL,0
BEVERLY ENTERPRISES INC NEW,"HOLIDAY, EDITH E.",AMERADA HESS CORP,0,8051,511,FORT SMITH,AR,2911,251,NEW YORK,NY,0
BEVERLY ENTERPRISES INC NEW,"DAVIS, CAROLYNE K.",BECKMAN COULTER INC,0,8051,511,FORT SMITH,AR,3821,752,FULLERTON,CA,0
BEVERLY ENTERPRISES INC NEW,"HOLIDAY, EDITH E.",H J HEINZ CO,0,8051,511,FORT SMITH,AR,2033,170,PITTSBURGH,PA,0
BEVERLY ENTERPRISES INC NEW,"HOLIDAY, EDITH E.",HERCULES INC,0,8051,511,FORT SMITH,AR,2869,622,WILMINGTON,DE,0
BEVERLY ENTERPRISES INC NEW,"DAVIS, CAROLYNE K.",MERCK & CO INC,0,8051,511,FORT SMITH,AR,2834,37,WHITEHOUSE STATION,NJ,0
BEVERLY ENTERPRISES INC NEW,"BANKS, DAVID R.",RALSTON PURINA CO,0,8051,511,FORT SMITH,AR,2047,293,ST LOUIS,MO,1
BEVERLY ENTERPRISES INC NEW,"SEYMANN, MARILYN R.",TRUE NORTH COMMUNICATIONS INC,0,8051,511,FORT SMITH,AR,7311,945,CHICAGO,IL,0
BIG FLOWER HOLDINGS INC,"MINOW, NEWTON N.",AON CORP,0,2752,742,NEW YORK,NY,6311,259,CHICAGO,IL,0
BIG FLOWER HOLDINGS INC,"MINOW, NEWTON N.",MANPOWER INC,0,2752,742,NEW YORK,NY,7363,183,MILWAUKEE,WI,0
BIG FLOWER HOLDINGS INC,"MANLEY, JOAN D.",SARA LEE CORP,0,2752,742,NEW YORK,NY,2251,64,CHICAGO,IL,0
BINDLEY WESTERN INDUSTRIES INC,"WOO, CAROLYN Y.",AON CORP,0,5122,217,INDIANAPOLIS,IN,6311,259,CHICAGO,IL,0
BINDLEY WESTERN INDUSTRIES INC,"WOO, CAROLYN Y.",ARVIN INDUSTRIES INC,0,5122,217,INDIANAPOLIS,IN,3714,559,COLUMBUS,IN,0
BINDLEY WESTERN INDUSTRIES INC,"RISK, JAMES K., III",MARSH SUPERMARKETS INC,0,5122,217,INDIANAPOLIS,IN,5411,829,INDIANAPOLIS,IN,0
BINDLEY WESTERN INDUSTRIES INC,"SMITH, K. CLAY",MARSH SUPERMARKETS INC,0,5122,217,INDIANAPOLIS,IN,5411,829,INDIANAPOLIS,IN,0
BINDLEY WESTERN INDUSTRIES INC,"WOO, CAROLYN Y.",NISOURCE INC,0,5122,217,INDIANAPOLIS,IN,4931,497,MERRILLVILLE,IN,0
BJ S WHOLESALE CLUB INC,"WEISBERGER, EDWARD J.",HOMEBASE INC,1,5411,421,NATICK,MA,5399,863,IRVINE,CA,1
BJ S WHOLESALE CLUB INC,"WAXLAX, LORNE R.",HOMEBASE INC,0,5411,421,NATICK,MA,5399,863,IRVINE,CA,0
BJ S WHOLESALE CLUB INC,"ZARKIN, HERBERT J.",HOMEBASE INC,1,5411,421,NATICK,MA,5399,863,IRVINE,CA,1
BJ S WHOLESALE CLUB INC,"WAXLAX, LORNE R.",HON INDUSTRIES INC,0,5411,421,NATICK,MA,2522,759,MUSCATINE,IA,0
BJ S WHOLESALE CLUB INC,"WAXLAX, LORNE R.",PENNZOIL QUAKER STATE CO,0,5411,421,NATICK,MA,2911,700,HOUSTON,TX,0
BJ S WHOLESALE CLUB INC,"SHIELDS, THOMAS J.",SEABOARD CORP,0,5411,421,NATICK,MA,2015,731,SHAWNEE MISSION,KS,0
BJ SERVICES CO,"PATRICK, MICHAEL E.",COOPER CAMERON CORP,0,1389,817,HOUSTON,TX,3533,691,HOUSTON,TX,0
BJ SERVICES CO,"JORDAN, DON D.",RELIANT ENERGY INC,1,1389,817,HOUSTON,TX,4911,147,HOUSTON,TX,0
BLACK & DECKER CORP,"ARCHIBALD, NOLAN D.",BRUNSWICK CORP,0,3546,342,TOWSON,MD,3519,389,LAKE FOREST,IL,1
BLACK & DECKER CORP,"FERNANDEZ, MANUEL A.",BRUNSWICK CORP,0,3546,342,TOWSON,MD,3519,389,LAKE FOREST,IL,0
BLACK & DECKER CORP,"BOWLES, BARBARA L.",FORT JAMES CORP,0,3546,342,TOWSON,MD,2676,229,DEERFIELD,IL,0
BLACK & DECKER CORP,"AUGUSTINE, NORMAN R.",LOCKHEED MARTIN CORP,0,3546,342,TOWSON,MD,3761,41,BETHESDA,MD,0
BLACK & DECKER CORP,"AUGUSTINE, NORMAN R.",PHILLIPS PETROLEUM CO,0,3546,342,TOWSON,MD,2911,143,BARTLESVILLE,OK,0
BLACK & DECKER CORP,"AUGUSTINE, NORMAN R.",PROCTER & GAMBLE CO,0,3546,342,TOWSON,MD,2841,17,CINCINNATI,OH,0
BLACK & DECKER CORP,"WILLES, MARK H.",TIMES MIRROR CO NEW,1,3546,342,TOWSON,MD,2711,446,LOS ANGELES,CA,0
BLACK & DECKER CORP,"BOWLES, BARBARA L.",WISCONSIN ENERGY CORP,0,3546,342,TOWSON,MD,4931,661,MILWAUKEE,WI,0
BOEING CO,"FERY, JOHN B.",ALBERTSON S INC,0,3721,9,SEATTLE,WA,5411,92,BOISE,ID,0
BOEING CO,"RIDGWAY, ROZANNE L.",BELL ATLANTIC CORP,0,3721,9,SEATTLE,WA,4813,25,NEW YORK,NY,0
BOEING CO,"PIGOTT, CHARLES M.",CHEVRON CORP,0,3721,9,SEATTLE,WA,1311,38,SAN FRANCISCO,CA,0
BOEING CO,"DUBERSTEIN, KENNETH M.",CINERGY CORP,0,3721,9,SEATTLE,WA,4931,279,CINCINNATI,OH,0
BOEING CO,"GRAY, PAUL EDWARD",EASTMAN KODAK CO,0,3721,9,SEATTLE,WA,3861,121,ROCHESTER,NY,0
BOEING CO,"BRYSON, JOHN E.",EDISON INTERNATIONAL,1,3721,9,SEATTLE,WA,4911,158,ROSEMEAD,CA,0
BOEING CO,"PLATT, LEWIS E.",HEWLETT PACKARD CO,1,3721,9,SEATTLE,WA,3571,14,PALO ALTO,CA,0
BOEING CO,"CONDIT, PHILIP M.",HEWLETT PACKARD CO,0,3721,9,SEATTLE,WA,3571,14,PALO ALTO,CA,1
BOEING CO,"FERY, JOHN B.",HEWLETT PACKARD CO,0,3721,9,SEATTLE,WA,3571,14,PALO ALTO,CA,0
BOEING CO,"STONECIPHER, HARRY C.",MILACRON INC,0,3721,9,SEATTLE,WA,3541,698,CINCINNATI,OH,1
BOEING CO,"RIDGWAY, ROZANNE L.",MINNESOTA MINING & MANUFACTURI,0,3721,9,SEATTLE,WA,2672,103,ST PAUL,MN,0
BOEING CO,"PIGOTT, CHARLES M.",PACCAR INC,0,3721,9,SEATTLE,WA,3713,210,BELLEVUE,WA,0
BOEING CO,"BIGGS, JOHN H.",RALSTON PURINA CO,0,3721,9,SEATTLE,WA,2047,293,ST LOUIS,MO,0
BOEING CO,"MCDONNELL, JOHN F.",RALSTON PURINA CO,0,3721,9,SEATTLE,WA,2047,293,ST LOUIS,MO,0
BOEING CO,"RIDGWAY, ROZANNE L.",SARA LEE CORP,0,3721,9,SEATTLE,WA,2251,64,CHICAGO,IL,0
BOEING CO,"DUBERSTEIN, KENNETH M.",ST PAUL COS INC,0,3721,9,SEATTLE,WA,6331,171,ST PAUL,MN,0
BOEING CO,"BRYSON, JOHN E.",TIMES MIRROR CO NEW,0,3721,9,SEATTLE,WA,2711,446,LOS ANGELES,CA,0
BOEING CO,"RIDGWAY, ROZANNE L.",UNION CARBIDE CORP NEW,0,3721,9,SEATTLE,WA,2821,288,DANBURY,CT,0
BOEING CO,"PERRY, WILLIAM J.",UNITED TECHNOLOGIES CORP,0,3721,9,SEATTLE,WA,3724,43,HARTFORD,CT,0
BOISE CASCADE CORP,"HAGENLOCKER, EDWARD E.",AIR PRODUCTS & CHEMICALS INC,0,2621,268,BOISE,ID,2813,323,ALLENTOWN,PA,0
BOISE CASCADE CORP,"MICHAEL, GARY G.",ALBERTSON S INC,1,2621,268,BOISE,ID,5411,92,BOISE,ID,0
BOISE CASCADE CORP,"ARMSTRONG, ANNE L.",AMERICAN EXPRESS CO,0,2621,268,BOISE,ID,6141,72,NEW YORK,NY,0
BOISE CASCADE CORP,"SHRONTZ, FRANK A.",CHEVRON CORP,0,2621,268,BOISE,ID,1311,38,SAN FRANCISCO,CA,0
BOISE CASCADE CORP,"REYNOLDS, A. WILLIAM",EATON CORP,0,2621,268,BOISE,ID,3625,250,CLEVELAND,OH,1
BOISE CASCADE CORP,"JAEDICKE, ROBERT K.",ENRON CORP OR,0,2621,268,BOISE,ID,1311,27,HOUSTON,TX,0
BOISE CASCADE CORP,"CARROLL, PHILIP J., JR.",FLUOR CORP,1,2621,268,BOISE,ID,8711,116,IRVINE,CA,0
BOISE CASCADE CORP,"JAEDICKE, ROBERT K.",GENCORP INC,0,2621,268,BOISE,ID,3061,744,FAIRLAWN,OH,0
BOISE CASCADE CORP,"ARMSTRONG, ANNE L.",HALLIBURTON CO,0,2621,268,BOISE,ID,1629,85,DALLAS,TX,0
BOISE CASCADE CORP,"SHAW, JANE E.",INTEL CORP,0,2621,268,BOISE,ID,3674,40,SANTA CLARA,CA,0
BOISE CASCADE CORP,"SHAW, JANE E.",MCKESSON HBOC INC,0,2621,268,BOISE,ID,5122,59,SAN FRANCISCO,CA,0
BOISE CASCADE CORP,"SHRONTZ, FRANK A.",MINNESOTA MINING & MANUFACTURI,0,2621,268,BOISE,ID,2672,103,ST PAUL,MN,0
BOISE CASCADE CORP,"HARAD, GEORGE J.",U S WEST INC NEW,0,2621,268,BOISE,ID,4813,135,DENVER,CO,1
BOISE CASCADE CORP,"GANGWAL, RAKESH",US AIRWAYS GROUP INC,1,2621,268,BOISE,ID,4512,186,ARLINGTON,VA,0
BORDERS GROUP INC MI,"LUND, VICTOR L.",ALBERTSON S INC,1,5942,536,ANN ARBOR,MI,5411,92,BOISE,ID,0
BORDERS GROUP INC MI,"MRKONIC, GEORGE R.",CHAMPION ENTERPRISES INC,0,5942,536,ANN ARBOR,MI,2452,596,AUBURN HILLS,MI,1
BORDERS GROUP INC MI,"SCHLESINGER, LEONARD ARTHUR",LIMITED INC,0,5942,536,ANN ARBOR,MI,5651,169,COLUMBUS,OH,0
BORG WARNER AUTOMOTIVE INC,"BRIMMER, ANDREW F.",AIRBORNE FREIGHT CORP,0,3714,710,CHICAGO,IL,4513,475,SEATTLE,WA,0
BORG WARNER AUTOMOTIVE INC,"BUTLER, WILLIAM E.",APPLIED INDUSTRIAL TECHNOLOGIE,0,3714,710,CHICAGO,IL,5085,838,CLEVELAND,OH,0
BORG WARNER AUTOMOTIVE INC,"GORR, IVAN W.",ARVIN INDUSTRIES INC,0,3714,710,CHICAGO,IL,3714,559,COLUMBUS,IN,0
BORG WARNER AUTOMOTIVE INC,"MICHAS, ALEXIS P.",BORG WARNER SECURITY CORP,0,3714,710,CHICAGO,IL,7381,853,,,0
BORG WARNER AUTOMOTIVE INC,"BUTLER, WILLIAM E.",FERRO CORP,0,3714,710,CHICAGO,IL,2899,893,CLEVELAND,OH,0
BORG WARNER AUTOMOTIVE INC,"BUTLER, WILLIAM E.",GOODYEAR TIRE & RUBBER CO,0,3714,710,CHICAGO,IL,3011,130,AKRON,OH,0
BORG WARNER AUTOMOTIVE INC,"RAU, JOHN",NICOR INC,0,3714,710,CHICAGO,IL,4923,849,NAPERVILLE,IL,0
BORG WARNER AUTOMOTIVE INC,"BUTLER, WILLIAM E.",PITNEY BOWES INC,0,3714,710,CHICAGO,IL,3579,359,STAMFORD,CT,0
BORG WARNER AUTOMOTIVE INC,"FIEDLER, JOHN F.",ROADWAY EXPRESS INC,0,3714,710,CHICAGO,IL,4213,524,AKRON,OH,1
BORG WARNER AUTOMOTIVE INC,"BUTLER, WILLIAM E.",U S INDUSTRIES INC NEW,0,3714,710,CHICAGO,IL,3432,438,ISELIN,NJ,0
BORG WARNER SECURITY CORP,"GOLDEN, ARTHUR F.",ALLEGIANCE CORP,0,7381,853,,,5047,341,MCGAW PARK,IL,0
BORG WARNER SECURITY CORP,"MICHAS, ALEXIS P.",BORG WARNER AUTOMOTIVE INC,0,7381,853,,,3714,710,CHICAGO,IL,0
BORG WARNER SECURITY CORP,"TRAUSCHT, DONALD C.",CORDANT TECHNOLOGIES INC,0,7381,853,,,3764,732,SALT LAKE CITY,UT,0
BORG WARNER SECURITY CORP,"ADORJAN, J. JOE",EARTHGRAINS CO,0,7381,853,,,2051,750,ST LOUIS,MO,1
BORG WARNER SECURITY CORP,"MCCABE, ROBERT A., JR.",FIRST AMERICAN CORP TENN,1,7381,853,,,6712,706,NASHVILLE,TN,0
BORG WARNER SECURITY CORP,"EDWARDSON, JOHN A.",HOUSEHOLD INTERNATIONAL INC,0,7381,853,,,6712,185,PROSPECT HEIGHTS,IL,1
BORG WARNER SECURITY CORP,"MCNALLY, ANDREW, IV",HUBBELL INC,0,7381,853,,,3643,868,ORANGE,CT,0
BORG WARNER SECURITY CORP,"ADORJAN, J. JOE",HUSSMANN INTERNATIONAL INC,0,7381,853,,,3585,957,BRIDGETON,MO,1
BORG WARNER SECURITY CORP,"FITZGIBBONS, ALBERT J., III",MERISEL INC,0,7381,853,,,5045,343,EL SEGUNDO,CA,0
BORG WARNER SECURITY CORP,"FITZGIBBONS, ALBERT J., III",U S FOODSERVICE,0,7381,853,,,5141,298,COLUMBIA,MD,0
BOSTON SCIENTIFIC CORP,"GROVES, RAY J.",ALLEGHENY TELEDYNE INC,0,3841,603,NATICK,MA,3312,391,PITTSBURGH,PA,0
BOSTON SCIENTIFIC CORP,"GROVES, RAY J.",CONSOLIDATED NATURAL GAS CO,0,3841,603,NATICK,MA,1311,420,PITTSBURGH,PA,0
BOSTON SCIENTIFIC CORP,"GROVES, RAY J.",ELECTRONIC DATA SYSTEMS CORP,0,3841,603,NATICK,MA,7379,90,PLANO,TX,0
BOSTON SCIENTIFIC CORP,"GROVES, RAY J.",MARSH & MCLENNAN COS INC,0,3841,603,NATICK,MA,6411,232,NEW YORK,NY,0
BOSTON SCIENTIFIC CORP,"NICHOLAS, N. J., JR.",XEROX CORP,0,3841,603,NATICK,MA,3861,63,STAMFORD,CT,0
BOWATER INC,"NEMIROW, ARNOLD M.",ALLIANT ENERGY CORP,0,2621,658,GREENVILLE,SC,4931,624,MADISON,WI,1
BOWATER INC,"BARTH, RICHARD",BANK OF NEW YORK CO INC,0,2621,658,GREENVILLE,SC,6712,285,NEW YORK,NY,0
BOWATER INC,"CURTIS, KENNETH M.",KEYCORP OHIO,0,2621,658,GREENVILLE,SC,6712,238,CLEVELAND,OH,0
BOWATER INC,"AYCOCK, H. DAVID",NUCOR CORP,1,2621,658,GREENVILLE,SC,3312,374,CHARLOTTE,NC,0
BOWATER INC,"PATE, JAMES L.",PENNZOIL QUAKER STATE CO,1,2621,658,GREENVILLE,SC,2911,700,HOUSTON,TX,0
BREED TECHNOLOGIES INC,"MCCURDY, LARRY W.",LEAR CORP,0,3714,883,LAKELAND,FL,3714,173,SOUTHFIELD,MI,0
BREED TECHNOLOGIES INC,"SHOWER, ROBERT W.",LEAR CORP,0,3714,883,LAKELAND,FL,3714,173,SOUTHFIELD,MI,0
BREED TECHNOLOGIES INC,"MCCURDY, LARRY W.",MOHAWK INDUSTRIES INC,0,3714,883,LAKELAND,FL,2273,525,CALHOUN,GA,0
BRIGGS & STRATTON CORP,"FILTER, EUNICE M.",BAKER HUGHES INC,0,3519,907,WAUWATOSA,WI,3533,265,HOUSTON,TX,0
BRIGGS & STRATTON CORP,"STRATTON, FREDERICK P., JR.",BANK ONE CORP,0,3519,907,WAUWATOSA,WI,6712,44,CHICAGO,IL,1
BRIGGS & STRATTON CORP,"SHIELY, JOHN S.",CONSOLIDATED PAPERS INC,0,3519,907,WAUWATOSA,WI,2672,659,WISCONSIN RAPIDS,WI,1
BRIGGS & STRATTON CORP,"ROGERS, CLARENCE B., JR.",EQUIFAX INC,0,3519,907,WAUWATOSA,WI,7323,789,ATLANTA,GA,0
BRIGGS & STRATTON CORP,"BATTEN, MICHAEL E.",FIRSTAR CORP NEW,0,3519,907,WAUWATOSA,WI,6712,427,MILWAUKEE,WI,0
BRIGGS & STRATTON CORP,"GEORGESCU, PETER A.",INTERNATIONAL FLAVORS & FRAGRA,0,3519,907,WAUWATOSA,WI,2869,875,NEW YORK,NY,0
BRIGGS & STRATTON CORP,"SHIELY, JOHN S.",MARSHALL & ILSLEY CORP,0,3519,907,WAUWATOSA,WI,6712,611,MILWAUKEE,WI,1
BRIGGS & STRATTON CORP,"ROGERS, CLARENCE B., JR.",MORGAN STANLEY DEAN WITTER & C,0,3519,907,WAUWATOSA,WI,6211,29,NEW YORK,NY,0
BRIGGS & STRATTON CORP,"ROGERS, CLARENCE B., JR.",SEARS ROEBUCK & CO,0,3519,907,WAUWATOSA,WI,5311,15,HOFFMAN ESTATES,IL,0
BRIGGS & STRATTON CORP,"STRATTON, FREDERICK P., JR.",WISCONSIN ENERGY CORP,0,3519,907,WAUWATOSA,WI,4931,661,MILWAUKEE,WI,1
BRIGGS & STRATTON CORP,"GEORGESCU, PETER A.",YOUNG & RUBICAM INC,1,3519,907,WAUWATOSA,WI,7311,820,NEW YORK,NY,0
BRIGHTPOINT INC,"DICK, ROLLIN M.",CONSECO INC,1,5065,784,INDIANAPOLIS,IN,6311,212,CARMEL,IN,0
BRINKER INTERNATIONAL INC,"CARTY, DONALD J.",AMR CORP,1,5812,801,DALLAS,TX,4512,71,FORT WORTH,TX,0
BRINKER INTERNATIONAL INC,"COOK, DAN W., III",CENTEX CORP,0,5812,801,DALLAS,TX,1531,385,DALLAS,TX,0
BRINKER INTERNATIONAL INC,"MARCUS, JEFFREY A.",CHANCELLOR MEDIA CORP,0,5812,801,DALLAS,TX,4832,933,,,0
BRINKER INTERNATIONAL INC,"CARTY, DONALD J.",DELL COMPUTER CORP,0,5812,801,DALLAS,TX,3571,78,ROUND ROCK,TX,0
BRINKER INTERNATIONAL INC,"STAUBACH, ROGER T.",INTERNATIONAL HOME FOODS INC,0,5812,801,DALLAS,TX,2032,757,PARSIPPANY,NJ,0
BRINKER INTERNATIONAL INC,"OESTERREICHER, JAMES E.",J C PENNEY CO INC,1,5812,801,DALLAS,TX,5311,31,PLANO,TX,0
