Company name,Director name,Title1,Age,Salary,Boards,HQ city,HQ state
AON CORP,"KNIGHT, LESTER B.",DIR,40,0,2,CHICAGO,IL
AON CORP,"LEWIS, PERRY J.",DIR,60,0,2,CHICAGO,IL
AON CORP,"MCKENNA, ANDREW J.",DIR,69,0,5,CHICAGO,IL
AON CORP,"MINOW, NEWTON N.",DIR,72,0,3,CHICAGO,IL
AON CORP,"NOTEBAERT, RICHARD C.",DIR,51,0,3,CHICAGO,IL
AON CORP,"O'HALLERAN, MICHAEL D.",PRZ,48,0,2,CHICAGO,IL
AON CORP,"PERKINS, DONALD S.",DIR,71,0,2,CHICAGO,IL
AON CORP,"ROGERS, JOHN W., JR.",DIR,40,0,4,CHICAGO,IL
AON CORP,"RYAN, PATRICK G.",CTB,61,0,3,CHICAGO,IL
AON CORP,"SCHAEFER, GEORGE A.",DIR,70,0,2,CHICAGO,IL
AON CORP,"SKILLING, RAYMOND I.",EVP,59,0,1,CHICAGO,IL
AON CORP,"TURNER, FRED L.",DIR,65,0,4,CHICAGO,IL
AON CORP,"WEBER, ARNOLD R.",DIR,69,0,5,CHICAGO,IL
AON CORP,"WOO, CAROLYN Y.",DIR,44,0,4,CHICAGO,IL
APPLE COMPUTER INC,"CAMPBELL, WILLIAM V.",DIR,58,0,1,CUPERTINO,CA
APPLE COMPUTER INC,"CHANG, GARETH CHUN-CHUNG",DIR,55,0,2,CUPERTINO,CA
APPLE COMPUTER INC,"DREXLER, MILLARD S.",DIR,54,0,2,CUPERTINO,CA
APPLE COMPUTER INC,"ELLISON, LAWRENCE J.",DIR,54,0,2,CUPERTINO,CA
APPLE COMPUTER INC,"JOBS, STEVEN P.",CEO,43,0,1,CUPERTINO,CA
APPLE COMPUTER INC,"WOOLARD, EDGAR S., JR.",DIR,64,0,3,CUPERTINO,CA
APPLE COMPUTER INC,"YORK, JEROME B.",DIR,60,0,3,CUPERTINO,CA
APPLIED INDUSTRIAL TECHNOLOGIE,"BARES, WILLIAM G.",DIR,57,0,3,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"BLACKWELL, ROGER D.",DIR,58,0,1,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"BUTLER, WILLIAM E.",DIR,67,0,6,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"DANNEMILLER, JOHN C.",CTB,60,506715,2,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"EVERY, RUSSEL B.",DIR,73,0,1,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"GIFFORD, RUSSELL R.",DIR,59,0,1,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"HILTZ, L. THOMAS",DIR,52,0,1,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"KAHL, JOHN J.",DIR,57,0,1,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"MOORE, J. MICHAEL",DIR,55,0,1,CLEVELAND,OH
APPLIED INDUSTRIAL TECHNOLOGIE,"THORNTON, JERRY SUE",DIR,51,0,1,CLEVELAND,OH
APPLIED MATERIALS INC,"ARMACOST, MICHAEL H.",DIR,61,0,3,SANTA CLARA,CA
APPLIED MATERIALS INC,"COLEMAN, DEBORAH H.",DIR,46,0,1,SANTA CLARA,CA
APPLIED MATERIALS INC,"DWIGHT, HERBERT M., JR.",DIR,68,0,1,SANTA CLARA,CA
APPLIED MATERIALS INC,"GERDINE, PHILIP V.",DIR,59,0,2,SANTA CLARA,CA
APPLIED MATERIALS INC,"KAWANISHI, TSUYOSHI",DIR,69,0,1,SANTA CLARA,CA
APPLIED MATERIALS INC,"LOW, PAUL R.",DIR,65,0,2,SANTA CLARA,CA
APPLIED MATERIALS INC,"MAYDAN, DAN",PRZ,63,880791,1,SANTA CLARA,CA
APPLIED MATERIALS INC,"MORGAN, JAMES C.",CTB,60,1019304,2,SANTA CLARA,CA
APPLIED MATERIALS INC,"STEIN, ALFRED J.",DIR,66,0,2,SANTA CLARA,CA
APPLIED POWER INC,"CROWTHER, H. RICHARD",DIR,66,0,2,BUTLER,WI
APPLIED POWER INC,"HECKEL, JACK L.",DIR,67,0,1,BUTLER,WI
APPLIED POWER INC,"KASHNOW, RICHARD A.",DIR,56,0,2,BUTLER,WI
APPLIED POWER INC,"KOZLOWSKI, L. DENNIS",DIR,52,0,4,BUTLER,WI
APPLIED POWER INC,"MCDONOUGH, JOHN J.",DIR,62,0,2,BUTLER,WI
APPLIED POWER INC,"SIM, RICHARD G.",CTB,54,1120814,1,BUTLER,WI
ARAMARK CORP,"BARRON, PATRICIA C.",DIR,55,0,4,PHILADELPHIA,PA
ARAMARK CORP,"CALLANDER, ROBERT J.",DIR,67,0,2,PHILADELPHIA,PA
ARAMARK CORP,"DAVENPORT, RONALD R.",DIR,62,0,1,PHILADELPHIA,PA
ARAMARK CORP,"DRISCOLL, LEE F., JR.",DIR,72,0,1,PHILADELPHIA,PA
ARAMARK CORP,"FROMSTEIN, MITCHELL S.",DIR,70,0,1,PHILADELPHIA,PA
ARAMARK CORP,"JORDAN, EDWARD G.",DIR,68,0,1,PHILADELPHIA,PA
ARAMARK CORP,"KEAN, THOMAS H.",DIR,63,0,4,PHILADELPHIA,PA
ARAMARK CORP,"KSANSNAK, JAMES E.",VCB,58,756500,2,PHILADELPHIA,PA
ARAMARK CORP,"NEUBAUER, JOSEPH",CTB,57,1961500,5,PHILADELPHIA,PA
ARAMARK CORP,"PRESTON, JAMES E.",NA,65,0,3,PHILADELPHIA,PA
ARCHER DANIELS MIDLAND CO,"ANDREAS, G. ALLEN",CTB,55,221182,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"ANDREAS, MARTIN L.",VCB,59,0,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"BLOCK, JOHN R.",DIR,63,0,3,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"BURT, RICHARD R.",DIR,51,0,2,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"CARTER, MOLLIE H.",DIR,36,0,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"COAN, GAYLORD O.",DIR,62,0,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"JOHNSON, F. ROSS",DIR,66,0,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"MULRONEY, M. BRIAN",DIR,59,0,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"STRAUSS, ROBERT S.",DIR,79,0,2,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"VANIER, JOHN K.",DIR,70,0,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"WEBB, O. GLENN",DIR,62,0,1,DECATUR,IL
ARCHER DANIELS MIDLAND CO,"YOUNG, ANDREW J.",DIR,66,0,4,DECATUR,IL
ARKANSAS BEST CORP DE,"EDELSTEIN, FRANK",DIR,73,0,1,FORT SMITH,AR
ARKANSAS BEST CORP DE,"FRITZ, ARTHUR JOSEPH",DIR,58,0,1,FORT SMITH,AR
ARKANSAS BEST CORP DE,"MARQUARD, WILLIAM A.",CTB,79,0,1,FORT SMITH,AR
ARKANSAS BEST CORP DE,"MORRIS, JOHN H., JR.",DIR,55,0,2,FORT SMITH,AR
ARKANSAS BEST CORP DE,"YOUNG, ROBERT A., III",CEO,58,0,1,FORT SMITH,AR
ARKANSAS BEST CORP DE,"ZAKON, ALAN JAMES",NA,63,0,1,FORT SMITH,AR
ARMCO INC,"CARMICHAEL, DAN R.",DIR,54,0,2,PITTSBURGH,PA
ARMCO INC,"CHOLMONDELEY, PAULA H. J.",DIR,51,0,1,PITTSBURGH,PA
ARMCO INC,"GILLIAM, DOROTHEA C.",DIR,45,0,1,PITTSBURGH,PA
ARMCO INC,"HALEY, JOHN C.",DIR,69,0,1,PITTSBURGH,PA
ARMCO INC,"HORA, CHARLES J., JR.",DIR,55,0,1,PITTSBURGH,PA
ARMCO INC,"ROBBINS, BRUCE E.",DIR,54,0,1,PITTSBURGH,PA
ARMCO INC,"SUWINSKI, JAN H.",DIR,57,0,2,PITTSBURGH,PA
ARMCO INC,"TURNER, JOHN D.",DIR,53,0,1,PITTSBURGH,PA
ARMCO INC,"WILL, JAMES F.",CTB,60,2181349,2,PITTSBURGH,PA
ARMSTRONG WORLD INDUSTRIES INC,"ARNELLE, H. JESSE",DIR,65,0,7,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"CAMPBELL, VAN C.",DIR,60,0,3,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"CLARK, DONALD C.",DIR,67,0,3,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"HABERKORN, JUDITH R.",DIR,52,0,1,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"KROL, JOHN A.",DIR,62,0,3,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"LE VAN, DAVID M.",DIR,53,0,1,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"LEVAN, DAVID M.",DIR,53,0,1,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"LORCH, GEORGE A.",CTB,57,1824086,4,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"MARLEY, JAMES E.",DIR,63,0,2,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"RAISBECK, DAVID W.",DIR,49,0,1,LANCASTER,PA
ARMSTRONG WORLD INDUSTRIES INC,"STEAD, JERRE L.",DIR,56,0,3,LANCASTER,PA
ARROW ELECTRONICS INC,"DUVAL, DANIEL W.",NA,62,0,1,MELVILLE,NY
ARROW ELECTRONICS INC,"GIERSCH, CARLO",SBO,61,738350,1,MELVILLE,NY
ARROW ELECTRONICS INC,"HANSON, JOHN NILS",NA,57,0,2,MELVILLE,NY
ARROW ELECTRONICS INC,"KAUFMAN, STEPHEN P.",CTB,57,1719900,2,MELVILLE,NY
ARROW ELECTRONICS INC,"KING, ROGER",NA,58,0,1,MELVILLE,NY
ARROW ELECTRONICS INC,"KLATELL, ROBERT E.",EVP,53,797668,1,MELVILLE,NY
ARROW ELECTRONICS INC,"MILLS, KAREN GORDON",NA,45,0,1,MELVILLE,NY
ARROW ELECTRONICS INC,"PERRY, BARRY W.",NA,52,0,2,MELVILLE,NY
ARROW ELECTRONICS INC,"ROSENBLOOM, RICHARD SELIG",NA,66,0,1,MELVILLE,NY
ARROW ELECTRONICS INC,"THROOP, ROBERT",VPR,61,0,1,MELVILLE,NY
ARROW ELECTRONICS INC,"WADDELL, JOHN COMER",VCB,61,0,1,MELVILLE,NY
ARVIN INDUSTRIES INC,"ALLEN, JOSEPH P.",DIR,61,0,1,COLUMBUS,IN
ARVIN INDUSTRIES INC,"BEERING, STEVEN CLAUS",DIR,66,0,3,COLUMBUS,IN
ARVIN INDUSTRIES INC,"FLANNERY, JOSEPH P.",DIR,66,0,4,COLUMBUS,IN
ARVIN INDUSTRIES INC,"FOWLER, ROBERT E., JR.",DIR,63,0,3,COLUMBUS,IN
ARVIN INDUSTRIES INC,"GEORGE, WILLIAM D., JR.",DIR,66,0,1,COLUMBUS,IN
ARVIN INDUSTRIES INC,"GORR, IVAN W.",DIR,69,0,2,COLUMBUS,IN
ARVIN INDUSTRIES INC,"HANSELMAN, RICHARD W.",DIR,71,0,3,COLUMBUS,IN
ARVIN INDUSTRIES INC,"HUNT, V. WILLIAM",CTB,54,1971494,1,COLUMBUS,IN
ARVIN INDUSTRIES INC,"KACEK, DON J.",DIR,62,0,1,COLUMBUS,IN
ARVIN INDUSTRIES INC,"SMITH, RICHARD A.",FVP,53,682734,2,COLUMBUS,IN
ARVIN INDUSTRIES INC,"VELASQUEZ, ARTHUR R.",DIR,60,0,1,COLUMBUS,IN
ARVIN INDUSTRIES INC,"WOO, CAROLYN Y.",DIR,44,0,4,COLUMBUS,IN
ASARCO INC,"CALARCO, VINCENT A.",DIR,56,0,2,NEW YORK,NY
ASARCO INC,"COTTING, JAMES C.",DIR,65,0,2,NEW YORK,NY
ASARCO INC,"GARFIELD, DAVID C.",DIR,71,0,2,NEW YORK,NY
ASARCO INC,"GEE, E. GORDON",DIR,55,0,4,NEW YORK,NY
ASARCO INC,"KINNEAR, JAMES W.",DIR,70,0,3,NEW YORK,NY
ASARCO INC,"MCALLISTER, FRANCIS R.",PRZ,56,696552,1,NEW YORK,NY
ASARCO INC,"MORANO, KEVIN R.",CFO,45,535227,1,NEW YORK,NY
ASARCO INC,"NELLIGAN, MICHAEL T.",DIR,59,0,1,NEW YORK,NY
ASARCO INC,"ONG, JOHN D.",DIR,65,0,5,NEW YORK,NY
ASARCO INC,"OSBORNE, RICHARD DE J.",CTB,64,1465229,4,NEW YORK,NY
ASARCO INC,"PACHECO, MANUEL T.",DIR,57,0,1,NEW YORK,NY
ASARCO INC,"WOOD, JAMES",DIR,69,0,2,NEW YORK,NY
ASCEND COMMUNICATIONS INC,"ATKINS, BETSY S.",DIR,42,.,1,ALAMEDA,CA
ASCEND COMMUNICATIONS INC,"DAHL, ROBERT K.",DIR,57,.,1,ALAMEDA,CA
ASCEND COMMUNICATIONS INC,"EJABAT, MORY",PRZ,48,.,1,ALAMEDA,CA
ASCEND COMMUNICATIONS INC,"EVANS, ROGER L.",DIR,52,.,1,ALAMEDA,CA
ASCEND COMMUNICATIONS INC,"KRAMLICH, C. RICHARD",DIR,63,.,2,ALAMEDA,CA
ASCEND COMMUNICATIONS INC,"LALLY, JAMES P.",DIR,52,.,1,ALAMEDA,CA
ASCEND COMMUNICATIONS INC,"SCHOFFSTALL, MARTIN L.",DIR,38,.,1,ALAMEDA,CA
ASCEND COMMUNICATIONS INC,"SMITH, DANIEL E.",EVP,48,.,1,ALAMEDA,CA
ASHLAND INC,"BUTLER, SAMUEL C.",DIR,68,0,1,RUSSELL,KY
ASHLAND INC,"CARLUCCI, FRANK C.",DIR,68,0,3,RUSSELL,KY
ASHLAND INC,"CHELLGREN, PAUL W.",CTB,55,1977961,3,RUSSELL,KY
ASHLAND INC,"DREW, ERNEST H.",DIR,61,0,4,RUSSELL,KY
ASHLAND INC,"FARLEY, JAMES B.",DIR,68,0,4,RUSSELL,KY
ASHLAND INC,"GOMORY, RALPH E.",DIR,69,0,4,RUSSELL,KY
ASHLAND INC,"HEALY, BERNADINE P.",DIR,53,0,3,RUSSELL,KY
ASHLAND INC,"JACKSON, MANNIE L.",DIR,59,0,3,RUSSELL,KY
ASHLAND INC,"NOONAN, PATRICK F.",DIR,56,0,2,RUSSELL,KY
ASHLAND INC,"PFEIFFER, JANE C.",DIR,66,0,4,RUSSELL,KY
ASHLAND INC,"ROSE, MICHAEL D.",DIR,56,0,4,RUSSELL,KY
ASHLAND INC,"ROUSE, W. L., JR.",DIR,66,0,2,RUSSELL,KY
ASTORIA FINANCIAL CORP,"BOLTON, ROBERT G.",DIR,74,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"BURGER, ANDREW M.",DIR,64,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"CONEFRY, JOHN J., JR.",VCB,54,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"CONNORS, DENIS J.",DIR,57,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"CONWAY, ROBERT J.",NA,63,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"DONAHUE, THOMAS J.",DIR,58,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"ENGELKE, GEORGE L.",CTB,60,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"FENDT, WILLIAM J.",DIR,73,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"HAEFFNER, PETER C., JR.",NA,60,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"KEEGAN, GERARD C.",VCB,52,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"PALLESCHI, RALPH F.",NA,52,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"PETERS, LAWRENCE W.",DIR,69,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"POWDERLY, THOMAS V.",DIR,61,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"WATERS, LEO J.",NA,64,0,1,LAKE SUCCESS,NY
ASTORIA FINANCIAL CORP,"WENK, DONALD D.",DIR,68,0,1,LAKE SUCCESS,NY
AT&T CORP,"ARMSTRONG, C. MICHAEL",CTB,60,6298295,2,NEW YORK,NY
AT&T CORP,"DERR, KENNETH T.",DIR,62,0,4,NEW YORK,NY
AT&T CORP,"EICKHOFF, M. KATHRYN",DIR,59,0,3,NEW YORK,NY
AT&T CORP,"ELISHA, WALTER Y.",DIR,66,0,2,NEW YORK,NY
AT&T CORP,"FISHER, GEORGE M. C.",DIR,58,0,3,NEW YORK,NY
AT&T CORP,"FITES, DONALD V.",DIR,65,0,3,NEW YORK,NY
AT&T CORP,"LARSEN, RALPH S.",DIR,60,0,3,NEW YORK,NY
AT&T CORP,"MALONE, JOHN C.",DIR,58,0,3,NEW YORK,NY
AT&T CORP,"MCHENRY, DONALD F.",DIR,62,0,4,NEW YORK,NY
AT&T CORP,"SOVERN, MICHAEL I.",DIR,67,0,3,NEW YORK,NY
AT&T CORP,"WEILL, SANFORD I.",DIR,66,0,3,NEW YORK,NY
AT&T CORP,"WYMAN, THOMAS H.",DIR,69,0,1,NEW YORK,NY
AT&T CORP,"ZEGLIS, JOHN D.",PRZ,51,2867389,2,NEW YORK,NY
ATLANTIC RICHFIELD CO,"BOREN, FRANK D.",DIR,64,0,1,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"BOWLIN, MICHAEL R.",CTB,56,2004853,2,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"GAVIN, JOHN A.",DIR,68,0,1,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"KRESA, KENT",DIR,61,0,3,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"LANGBO, ARNOLD G.",DIR,62,0,4,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"MCLAUGHLIN, DAVID T.",DIR,67,0,2,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"SLAUGHTER, JOHN B.",DIR,64,0,5,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"TOOKER, GARY L.",DIR,59,0,3,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"WENDT, HENRY",DIR,65,0,2,LOS ANGELES,CA
ATLANTIC RICHFIELD CO,"WILSON, GAYLE E.",DIR,56,0,1,LOS ANGELES,CA
AUTOLIV INC,"ARONSON, PER OLOF",DIR,68,0,1,SE 107 24  STOCKHOLM,
AUTOLIV INC,"BARK, GUNNAR",CTB,59,3419201,1,SE 107 24  STOCKHOLM,
AUTOLIV INC,"KULL, WILHELM",NA,62,600582,1,SE 107 24  STOCKHOLM,
AUTOLIV INC,"KUNERTH, WALTER",DIR,57,0,1,SE 107 24  STOCKHOLM,
AUTOLIV INC,"STEWART, S. JAY",NA,60,0,3,SE 107 24  STOCKHOLM,
AUTOLIV INC,"STONE, ROGER W.",NA,64,0,3,SE 107 24  STOCKHOLM,
AUTOLIV INC,"WELIN, PER",DIR,62,0,1,SE 107 24  STOCKHOLM,
AUTOLIV INC,"WESTERBERG, LARS",CEO,50,0,1,SE 107 24  STOCKHOLM,
AUTOMATIC DATA PROCESSING INC,"BUTLER, GARY C.",PRZ,51,2432794,2,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"CALIFANO, JOSEPH A., JR.",DIR,67,0,4,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"COOPERMAN, LEON G.",DIR,55,0,1,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"HEILMEIER, GEORGE H.",DIR,62,0,3,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"JORDAN, ANN DIBBLE",DIR,63,0,3,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"KRUEGER, HARVEY M.",DIR,69,0,1,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"MALEK, FREDERIC V.",DIR,61,0,4,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"TAUB, HENRY",DIR,71,0,1,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"TISCH, LAURENCE A.",DIR,75,0,2,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"WEINBACH, ARTHUR F.",CTB,55,2821894,1,ROSELAND,NJ
AUTOMATIC DATA PROCESSING INC,"WESTON, JOSH S.",DIR,69,0,3,ROSELAND,NJ
AUTONATION INC DE,"BERRARD, STEVEN R.",CEO,44,0,1,FORT LAUDERDALE,FL
AUTONATION INC DE,"BROWN, ROBERT J.",NA,64,0,4,FORT LAUDERDALE,FL
AUTONATION INC DE,"BRYAN, J. P.",NA,59,0,1,FORT LAUDERDALE,FL
AUTONATION INC DE,"BURDICK, RICK L.",NA,47,0,1,FORT LAUDERDALE,FL
AUTONATION INC DE,"DEGROOTE, MICHAEL G.",NA,65,0,1,FORT LAUDERDALE,FL
AUTONATION INC DE,"HUDSON, HARRIS W.",VCB,56,0,1,FORT LAUDERDALE,FL
AUTONATION INC DE,"HUIZENGA, H. WAYNE",CTB,61,0,1,FORT LAUDERDALE,FL
AUTONATION INC DE,"JOHNSON, GEORGE D., JR.",NA,56,0,2,FORT LAUDERDALE,FL
AUTONATION INC DE,"MELK, JOHN J.",NA,62,0,1,FORT LAUDERDALE,FL
AUTONATION INC DE,"ROSENFELD, IRENE B.",NA,45,0,1,FORT LAUDERDALE,FL
AUTOZONE INC,"ADAMS, JOHN C., JR.",CTB,50,776548,1,MEMPHIS,TN
AUTOZONE INC,"CLARKSON, ANDREW M.",DIR,61,0,1,MEMPHIS,TN
AUTOZONE INC,"HOUSE, N. GERRY",DIR,51,0,1,MEMPHIS,TN
AUTOZONE INC,"HUNT, ROBERT J.",EVP,49,420048,1,MEMPHIS,TN
AUTOZONE INC,"HYDE, J. R., III",DIR,55,0,2,MEMPHIS,TN
AUTOZONE INC,"KEEGAN, JAMES F.",DIR,66,0,1,MEMPHIS,TN
AUTOZONE INC,"MICHELSON, MICHAEL W.",DIR,47,0,2,MEMPHIS,TN
AUTOZONE INC,"TERRY, RONALD A.",DIR,67,0,1,MEMPHIS,TN
AUTOZONE INC,"VARGO, TIMOTHY D.",PRZ,47,621848,1,MEMPHIS,TN
AVERY DENNISON CORP,"ALLISON, DWIGHT L., JR.",DIR,69,0,2,PASADENA,CA
AVERY DENNISON CORP,"ARGUE, JOHN C.",DIR,67,0,1,PASADENA,CA
AVERY DENNISON CORP,"BOK, JOAN T.",DIR,69,0,3,PASADENA,CA
AVERY DENNISON CORP,"CAHOUET, FRANK V.",DIR,66,0,4,PASADENA,CA
AVERY DENNISON CORP,"FERRY, RICHARD M.",DIR,61,0,2,PASADENA,CA
AVERY DENNISON CORP,"KRESA, KENT",DIR,61,0,3,PASADENA,CA
AVERY DENNISON CORP,"MILLER, CHARLES D.",CTB,71,1657416,2,PASADENA,CA
AVERY DENNISON CORP,"MULLIN, PETER W.",DIR,58,0,1,PASADENA,CA
AVERY DENNISON CORP,"NEAL, PHILIP M.",CEO,58,1940339,1,PASADENA,CA
AVERY DENNISON CORP,"PETERSEN, SIDNEY R.",DIR,68,0,2,PASADENA,CA
AVERY DENNISON CORP,"SLAUGHTER, JOHN B.",DIR,65,0,5,PASADENA,CA
AVIS RENT A CAR INC,"CATHCART, W. ALUN",DIR,55,0,1,GARDEN CITY,NY
AVIS RENT A CAR INC,"COLEMAN, LEONARD S., JR.",DIR,50,0,5,GARDEN CITY,NY
AVIS RENT A CAR INC,"D'AMATO, ALFONSE M.",(PR,61,0,1,GARDEN CITY,NY
AVIS RENT A CAR INC,"EDELMAN, MARTIN L.",CTB,57,0,2,GARDEN CITY,NY
AVIS RENT A CAR INC,"HARMON, DEBORAH L.",DIR,39,0,1,GARDEN CITY,NY
AVIS RENT A CAR INC,"HOLMES, STEPHEN P.",DIR,42,0,2,GARDEN CITY,NY
AVIS RENT A CAR INC,"KENNEDY, MICHAEL J.",DIR,61,0,1,GARDEN CITY,NY
AVIS RENT A CAR INC,"MONACO, MICHAEL P.",DIR,51,0,2,GARDEN CITY,NY
AVIS RENT A CAR INC,"SALERNO, F. ROBERT",PRZ,47,788574,1,GARDEN CITY,NY
AVIS RENT A CAR INC,"SHEEHAN, KEVIN M.",EVP,45,594562,1,GARDEN CITY,NY
AVISTA CORP,"CLACK, DAVID A.",DIR,64,0,1,SPOKANE,WA
AVISTA CORP,"JEWELL, SARAH M R",DIR,43,0,1,SPOKANE,WA
AVISTA CORP,"KELLY, JOHN F.",DIR,54,0,2,SPOKANE,WA
AVISTA CORP,"KNIGHT, JESSIE J., JR.",NA,48,0,1,SPOKANE,WA
AVISTA CORP,"MATTHEWS, THOMAS M.",CTB,55,0,1,SPOKANE,WA
AVISTA CORP,"MEYER, EUGENE W.",NA,62,0,1,SPOKANE,WA
AVISTA CORP,"SCHMIDT, BOBBY",DIR,58,0,1,SPOKANE,WA
AVISTA CORP,"STANLEY, LARRY A.",DIR,70,0,1,SPOKANE,WA
AVISTA CORP,"TAYLOR, R. JOHN",DIR,49,0,1,SPOKANE,WA
AVISTA CORP,"ZALOUDEK, DANIEL J.",NA,53,0,1,SPOKANE,WA
AVNET INC,"BAUM, ELEANOR",DIR,58,0,2,PHOENIX,AZ
AVNET INC,"BIGGINS, J. VERONICA",DIR,51,0,1,PHOENIX,AZ
AVNET INC,"CALIGIURI, JOSEPH F.",DIR,70,0,1,PHOENIX,AZ
AVNET INC,"CLARKSON, LAWRENCE W.",DIR,60,0,1,PHOENIX,AZ
AVNET INC,"HOUMINER, EHUD",DIR,58,0,1,PHOENIX,AZ
AVNET INC,"NUZZO, SALVATORE J.",DIR,67,0,1,PHOENIX,AZ
AVNET INC,"SALERNO, FREDERIC V.",DIR,55,0,5,PHOENIX,AZ
AVNET INC,"VALLEE, ROY",CTB,46,1415300,1,PHOENIX,AZ
AVNET INC,"WOOD, FREDERICK S.",DIR,70,0,1,PHOENIX,AZ
AVON PRODUCTS INC,"BARNES, BRENDA C.",DIR,45,0,4,NEW YORK,NY
AVON PRODUCTS INC,"BARTON, RICHARD S.",DIR,50,0,1,NEW YORK,NY
AVON PRODUCTS INC,"DIAZ-OLIVER, REMEDIOS",DIR,60,0,1,NEW YORK,NY
AVON PRODUCTS INC,"FOGARTY, EDWARD T.",DIR,62,0,1,NEW YORK,NY
AVON PRODUCTS INC,"GAULT, STANLEY C.",DIR,73,0,4,NEW YORK,NY
AVON PRODUCTS INC,"HASSAN, FRED",DIR,53,0,2,NEW YORK,NY
AVON PRODUCTS INC,"JUNG, ANDREA",PRZ,40,5041691,3,NEW YORK,NY
AVON PRODUCTS INC,"KROPF, SUSAN J.",EVP,50,0,2,NEW YORK,NY
AVON PRODUCTS INC,"MOORE, ANN S.",DIR,48,0,1,NEW YORK,NY
AVON PRODUCTS INC,"PERRIN, CHARLES R.",CTB,53,1812455,1,NEW YORK,NY
AVON PRODUCTS INC,"STERN, PAULA",DIR,53,0,4,NEW YORK,NY
AVON PRODUCTS INC,"WEINBACH, LAWRENCE A.",DIR,59,0,2,NEW YORK,NY
B F GOODRICH CO,"BURNER, DAVID L.",CTB,59,1395629,2,RICHFIELD,OH
B F GOODRICH CO,"CREEL, DIANE C.",DIR,50,0,2,RICHFIELD,OH
B F GOODRICH CO,"DAVIDSON, GEORGE A., JR.",DIR,60,0,3,RICHFIELD,OH
B F GOODRICH CO,"GLASSER, JAMES J.",DIR,64,0,1,RICHFIELD,OH
